"","response","workerID","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"452",0.08,24,"desk","furniture","predicate1","short",0.08,"size"
"453",0.07,24,"tomato","food","predicate1","metal",0.07,"material"
"454",0.93,24,"desk","furniture","predicate1","good",0.93,"quality"
"455",0.9,24,"apple","food","predicate1","yellow",0.9,"color"
"456",0.88,24,"desk","furniture","predicate1","blue",0.88,"color"
"457",0.85,24,"fan","furniture","predicate1","yellow",0.85,"color"
"458",0.87,24,"carrot","food","predicate1","hard",0.87,"texture"
"459",0.1,24,"tomato","food","predicate1","short",0.1,"size"
"460",0.09,24,"tomato","food","predicate1","plastic",0.09,"material"
"461",0.07,24,"chair","furniture","predicate1","good",0.07,"quality"
"462",0.09,24,"fan","furniture","predicate1","good",0.09,"quality"
"463",0.92,24,"cheese","food","predicate1","broken",0.92,"quality"
"464",0.04,24,"couch","furniture","predicate1","wooden",0.04,"material"
"465",0.07,24,"carrot","food","predicate1","soft",0.07,"texture"
"466",0.05,24,"desk","furniture","predicate1","good",0.05,"quality"
"467",0.94,24,"desk","furniture","predicate1","long",0.94,"size"
"468",0.93,24,"apple","food","predicate1","smooth",0.93,"texture"
"469",0.13,25,"chair","furniture","predicate1","good",0.13,"quality"
"470",0.08,25,"banana","food","predicate1","soft",0.08,"texture"
"471",0.15,25,"banana","food","predicate1","hard",0.15,"texture"
"472",0.94,25,"fan","furniture","predicate1","big",0.94,"size"
"473",0.34,25,"banana","food","predicate1","red",0.34,"color"
"474",0.08,25,"carrot","food","predicate1","short",0.08,"size"
"475",0.43,25,"cheese","food","predicate1","purple",0.43,"color"
"476",0.06,25,"couch","furniture","predicate1","red",0.06,"color"
"477",0.2,25,"banana","food","predicate1","wooden",0.2,"material"
"478",0.3,25,"desk","furniture","predicate1","old",0.3,"age"
"479",0.49,25,"fan","furniture","predicate1","hard",0.49,"texture"
"480",0.48,25,"cheese","food","predicate1","green",0.48,"color"
"481",0.36,25,"desk","furniture","predicate1","smooth",0.36,"texture"
"482",0.57,25,"chair","furniture","predicate1","purple",0.57,"color"
"483",0.54,25,"couch","furniture","predicate1","good",0.54,"quality"
"484",0.71,25,"apple","food","predicate1","good",0.71,"quality"
"485",0.29,25,"carrot","food","predicate1","rotten",0.29,"age"
"486",0.06,25,"couch","furniture","predicate1","purple",0.06,"color"
"487",0.48,25,"banana","food","predicate1","rotten",0.48,"age"
"488",0.78,25,"couch","furniture","predicate1","good",0.78,"quality"
"489",0.74,25,"fan","furniture","predicate1","small",0.74,"size"
"490",0.38,25,"cheese","food","predicate1","plastic",0.38,"material"
"491",0.67,25,"banana","food","predicate1","new",0.67,"age"
"492",0.28,25,"chair","furniture","predicate1","soft",0.28,"texture"
"493",0.7,25,"banana","food","predicate1","broken",0.7,"quality"
"494",0.39,25,"fan","furniture","predicate1","round",0.39,"shape"
"495",1,26,"banana","food","predicate1","good",1,"quality"
"496",1,26,"desk","furniture","predicate1","brown",1,"color"
"497",1,26,"chair","furniture","predicate1","long",1,"size"
"498",0,26,"banana","food","predicate1","soft",0,"texture"
"499",1,26,"apple","food","predicate1","brown",1,"color"
"500",1,26,"chair","furniture","predicate1","round",1,"shape"
"501",0.94,26,"banana","food","predicate1","smooth",0.94,"texture"
"502",1,26,"cheese","food","predicate1","rotten",1,"age"
"503",1,26,"chair","furniture","predicate1","new",1,"age"
"504",0,26,"desk","furniture","predicate1","metal",0,"material"
"505",0,26,"chair","furniture","predicate1","square",0,"shape"
"506",0,26,"banana","food","predicate1","brown",0,"color"
"507",1,26,"banana","food","predicate1","big",1,"size"
"508",0.48,26,"chair","furniture","predicate1","wooden",0.48,"material"
"509",0.51,26,"desk","furniture","predicate1","broken",0.51,"quality"
"510",0,26,"TV","furniture","predicate1","plastic",0,"material"
"511",0,26,"couch","furniture","predicate1","square",0,"shape"
"512",0,26,"banana","food","predicate1","plastic",0,"material"
"513",0,26,"fan","furniture","predicate1","hard",0,"texture"
"514",1,26,"TV","furniture","predicate1","short",1,"size"
"515",0,26,"couch","furniture","predicate1","broken",0,"quality"
"516",1,26,"cheese","food","predicate1","metal",1,"material"
"517",1,26,"chair","furniture","predicate1","purple",1,"color"
"518",0,26,"apple","food","predicate1","blue",0,"color"
"519",1,26,"apple","food","predicate1","tiny",1,"size"
"520",0,26,"TV","furniture","predicate1","brown",0,"color"
"521",0,27,"apple","food","predicate1","purple",0,"color"
"522",0,27,"tomato","food","predicate1","purple",0,"color"
"523",0,27,"TV","furniture","predicate1","wooden",0,"material"
"524",1,27,"tomato","food","predicate1","metal",1,"material"
"525",1,27,"apple","food","predicate1","old",1,"age"
"526",0,27,"tomato","food","predicate1","yellow",0,"color"
"527",0.01,27,"tomato","food","predicate1","green",0.01,"color"
"528",1,27,"carrot","food","predicate1","smooth",1,"texture"
"529",0,27,"apple","food","predicate1","metal",0,"material"
"530",0,27,"TV","furniture","predicate1","new",0,"age"
"531",1,27,"tomato","food","predicate1","wooden",1,"material"
"532",0,27,"chair","furniture","predicate1","purple",0,"color"
"533",1,27,"couch","furniture","predicate1","green",1,"color"
"534",1,27,"apple","food","predicate1","small",1,"size"
"535",0,27,"fan","furniture","predicate1","purple",0,"color"
"536",1,27,"desk","furniture","predicate1","rotten",1,"age"
"537",0,27,"banana","food","predicate1","wooden",0,"material"
"538",0,27,"desk","furniture","predicate1","brown",0,"color"
"539",0,27,"desk","furniture","predicate1","hard",0,"texture"
"540",0,27,"carrot","food","predicate1","round",0,"shape"
"541",1,27,"carrot","food","predicate1","fresh",1,"age"
"542",0,27,"apple","food","predicate1","metal",0,"material"
"543",1,27,"desk","furniture","predicate1","square",1,"shape"
"544",0.02,27,"desk","furniture","predicate1","purple",0.02,"color"
"545",0,27,"banana","food","predicate1","green",0,"color"
"546",0,27,"TV","furniture","predicate1","blue",0,"color"
"547",0,28,"fan","furniture","predicate1","plastic",0,"material"
"548",1,28,"couch","furniture","predicate1","square",1,"shape"
"549",0,28,"apple","food","predicate1","soft",0,"texture"
"550",0,28,"chair","furniture","predicate1","red",0,"color"
"551",0,28,"cheese","food","predicate1","new",0,"age"
"552",1,28,"chair","furniture","predicate1","rotten",1,"age"
"553",0,28,"TV","furniture","predicate1","broken",0,"quality"
"554",1,28,"fan","furniture","predicate1","round",1,"shape"
"555",1,28,"couch","furniture","predicate1","good",1,"quality"
"556",0,28,"chair","furniture","predicate1","red",0,"color"
"557",0.99,28,"tomato","food","predicate1","long",0.99,"size"
"558",0.02,28,"cheese","food","predicate1","blue",0.02,"color"
"559",0,28,"banana","food","predicate1","red",0,"color"
"560",0,28,"tomato","food","predicate1","red",0,"color"
"561",1,28,"tomato","food","predicate1","yellow",1,"color"
"562",0,28,"cheese","food","predicate1","yellow",0,"color"
"563",1,28,"desk","furniture","predicate1","rotten",1,"age"
"564",1,28,"chair","furniture","predicate1","old",1,"age"
"565",1,28,"couch","furniture","predicate1","tiny",1,"size"
"566",1,28,"cheese","food","predicate1","square",1,"shape"
"567",1,28,"chair","furniture","predicate1","square",1,"shape"
"568",1,28,"desk","furniture","predicate1","big",1,"size"
"569",1,28,"apple","food","predicate1","good",1,"quality"
"570",0.03,28,"desk","furniture","predicate1","purple",0.03,"color"
"571",0.01,28,"banana","food","predicate1","hard",0.01,"texture"
"572",0.98,28,"banana","food","predicate1","tiny",0.98,"size"
"573",0.71,29,"cheese","food","predicate1","small",0.71,"size"
"574",0.17,29,"carrot","food","predicate1","brown",0.17,"color"
"575",0.11,29,"chair","furniture","predicate1","plastic",0.11,"material"
"576",0.82,29,"fan","furniture","predicate1","new",0.82,"age"
"577",0.76,29,"apple","food","predicate1","good",0.76,"quality"
"578",0.9,29,"couch","furniture","predicate1","round",0.9,"shape"
"579",0.93,29,"couch","furniture","predicate1","rotten",0.93,"age"
"580",0.82,29,"fan","furniture","predicate1","broken",0.82,"quality"
"581",0.83,29,"couch","furniture","predicate1","soft",0.83,"texture"
"582",0.12,29,"couch","furniture","predicate1","purple",0.12,"color"
"583",0.82,29,"banana","food","predicate1","green",0.82,"color"
"584",0.11,29,"banana","food","predicate1","green",0.11,"color"
"585",0.93,29,"desk","furniture","predicate1","new",0.93,"age"
"586",0.23,29,"cheese","food","predicate1","purple",0.23,"color"
"587",0.94,29,"couch","furniture","predicate1","plastic",0.94,"material"
"588",0.01,29,"apple","food","predicate1","plastic",0.01,"material"
"589",0.11,29,"fan","furniture","predicate1","hard",0.11,"texture"
"590",0.19,29,"TV","furniture","predicate1","square",0.19,"shape"
"591",0.89,29,"cheese","food","predicate1","rotten",0.89,"age"
"592",0.84,29,"apple","food","predicate1","wooden",0.84,"material"
"593",0.83,29,"TV","furniture","predicate1","square",0.83,"shape"
"594",0.93,29,"carrot","food","predicate1","new",0.93,"age"
"595",0.48,29,"chair","furniture","predicate1","fresh",0.48,"age"
"596",0.88,29,"couch","furniture","predicate1","broken",0.88,"quality"
"597",0.83,29,"TV","furniture","predicate1","purple",0.83,"color"
"598",0.9,29,"TV","furniture","predicate1","brown",0.9,"color"
"599",0.87,30,"cheese","food","predicate1","small",0.87,"size"
"600",0,30,"tomato","food","predicate1","square",0,"shape"
"601",1,30,"banana","food","predicate1","hard",1,"texture"
"602",1,30,"desk","furniture","predicate1","old",1,"age"
"603",0,30,"carrot","food","predicate1","broken",0,"quality"
"604",1,30,"tomato","food","predicate1","big",1,"size"
"605",0,30,"desk","furniture","predicate1","wooden",0,"material"
"606",1,30,"couch","furniture","predicate1","new",1,"age"
"607",0.76,30,"desk","furniture","predicate1","hard",0.76,"texture"
"608",0.91,30,"tomato","food","predicate1","plastic",0.91,"material"
"609",0.63,30,"couch","furniture","predicate1","rotten",0.63,"age"
"610",0.75,30,"cheese","food","predicate1","fresh",0.75,"age"
"611",0.12,30,"couch","furniture","predicate1","hard",0.12,"texture"
"612",0.63,30,"cheese","food","predicate1","rotten",0.63,"age"
"613",0.16,30,"TV","furniture","predicate1","purple",0.16,"color"
"614",1,30,"cheese","food","predicate1","big",1,"size"
"615",0.97,30,"tomato","food","predicate1","short",0.97,"size"
"616",0.09,30,"carrot","food","predicate1","metal",0.09,"material"
"617",0.91,30,"apple","food","predicate1","tiny",0.91,"size"
"618",0.86,30,"couch","furniture","predicate1","big",0.86,"size"
"619",0.59,30,"TV","furniture","predicate1","good",0.59,"quality"
"620",0.91,30,"banana","food","predicate1","tiny",0.91,"size"
"621",1,30,"TV","furniture","predicate1","tiny",1,"size"
"622",0,30,"apple","food","predicate1","green",0,"color"
"623",0.85,30,"desk","furniture","predicate1","soft",0.85,"texture"
"624",0.93,30,"TV","furniture","predicate1","good",0.93,"quality"
"625",0,31,"TV","furniture","predicate1","purple",0,"color"
"626",1,31,"couch","furniture","predicate1","good",1,"quality"
"627",0,31,"cheese","food","predicate1","big",0,"size"
"628",0.89,31,"chair","furniture","predicate1","old",0.89,"age"
"629",0.09,31,"chair","furniture","predicate1","red",0.09,"color"
"630",0.89,31,"fan","furniture","predicate1","blue",0.89,"color"
"631",0.12,31,"apple","food","predicate1","smooth",0.12,"texture"
"632",0.85,31,"chair","furniture","predicate1","square",0.85,"shape"
"633",0,31,"desk","furniture","predicate1","round",0,"shape"
"634",0.03,31,"carrot","food","predicate1","blue",0.03,"color"
"635",0.09,31,"desk","furniture","predicate1","round",0.09,"shape"
"636",0.89,31,"cheese","food","predicate1","soft",0.89,"texture"
"637",0.08,31,"TV","furniture","predicate1","wooden",0.08,"material"
"638",0.85,31,"fan","furniture","predicate1","hard",0.85,"texture"
"639",0.09,31,"couch","furniture","predicate1","brown",0.09,"color"
"640",0.9,31,"apple","food","predicate1","small",0.9,"size"
"641",0.94,31,"carrot","food","predicate1","blue",0.94,"color"
"642",0.9,31,"chair","furniture","predicate1","long",0.9,"size"
"643",0.1,31,"cheese","food","predicate1","soft",0.1,"texture"
"644",0.09,31,"couch","furniture","predicate1","fresh",0.09,"age"
"645",0.92,31,"cheese","food","predicate1","good",0.92,"quality"
"646",0.9,31,"banana","food","predicate1","hard",0.9,"texture"
"647",0.07,31,"cheese","food","predicate1","hard",0.07,"texture"
"648",0.92,31,"tomato","food","predicate1","big",0.92,"size"
"649",0.21,31,"TV","furniture","predicate1","square",0.21,"shape"
"650",0.92,31,"chair","furniture","predicate1","old",0.92,"age"
"651",0,32,"banana","food","predicate1","smooth",0,"texture"
"652",0,32,"chair","furniture","predicate1","brown",0,"color"
"653",1,32,"chair","furniture","predicate1","round",1,"shape"
"654",1,32,"fan","furniture","predicate1","purple",1,"color"
"655",0,32,"tomato","food","predicate1","brown",0,"color"
"656",0,32,"carrot","food","predicate1","short",0,"size"
"657",1,32,"carrot","food","predicate1","wooden",1,"material"
"658",0,32,"fan","furniture","predicate1","green",0,"color"
"659",0,32,"fan","furniture","predicate1","brown",0,"color"
"660",0,32,"cheese","food","predicate1","old",0,"age"
"661",0,32,"banana","food","predicate1","metal",0,"material"
"662",1,32,"banana","food","predicate1","green",1,"color"
"663",1,32,"banana","food","predicate1","soft",1,"texture"
"664",1,32,"chair","furniture","predicate1","hard",1,"texture"
"665",1,32,"carrot","food","predicate1","small",1,"size"
"666",0,32,"cheese","food","predicate1","green",0,"color"
"667",0,32,"couch","furniture","predicate1","fresh",0,"age"
"668",0,32,"couch","furniture","predicate1","fresh",0,"age"
"669",1,32,"TV","furniture","predicate1","red",1,"color"
"670",1,32,"tomato","food","predicate1","fresh",1,"age"
"671",1,32,"apple","food","predicate1","hard",1,"texture"
"672",0,32,"TV","furniture","predicate1","short",0,"size"
"673",1,32,"tomato","food","predicate1","blue",1,"color"
"674",1,32,"chair","furniture","predicate1","square",1,"shape"
"675",1,32,"banana","food","predicate1","rotten",1,"age"
"676",1,32,"couch","furniture","predicate1","soft",1,"texture"
"677",0.97,33,"cheese","food","predicate1","hard",0.97,"texture"
"678",0.34,33,"apple","food","predicate1","soft",0.34,"texture"
"679",0.04,33,"banana","food","predicate1","rotten",0.04,"age"
"680",0.93,33,"fan","furniture","predicate1","small",0.93,"size"
"681",0.54,33,"apple","food","predicate1","fresh",0.54,"age"
"682",0.96,33,"chair","furniture","predicate1","green",0.96,"color"
"683",0.98,33,"TV","furniture","predicate1","hard",0.98,"texture"
"684",0.55,33,"apple","food","predicate1","short",0.55,"size"
"685",0.06,33,"tomato","food","predicate1","square",0.06,"shape"
"686",0.06,33,"chair","furniture","predicate1","yellow",0.06,"color"
"687",0.55,33,"chair","furniture","predicate1","yellow",0.55,"color"
"688",0.51,33,"cheese","food","predicate1","long",0.51,"size"
"689",0.97,33,"cheese","food","predicate1","long",0.97,"size"
"690",0.99,33,"couch","furniture","predicate1","big",0.99,"size"
"691",0.55,33,"carrot","food","predicate1","hard",0.55,"texture"
"692",0.55,33,"apple","food","predicate1","metal",0.55,"material"
"693",0.51,33,"banana","food","predicate1","plastic",0.51,"material"
"694",0.05,33,"tomato","food","predicate1","yellow",0.05,"color"
"695",0.05,33,"cheese","food","predicate1","broken",0.05,"quality"
"696",0.55,33,"fan","furniture","predicate1","rotten",0.55,"age"
"697",0.54,33,"carrot","food","predicate1","metal",0.54,"material"
"698",1,33,"banana","food","predicate1","big",1,"size"
"699",0.98,33,"apple","food","predicate1","smooth",0.98,"texture"
"700",0.07,33,"cheese","food","predicate1","long",0.07,"size"
"701",0.51,33,"apple","food","predicate1","purple",0.51,"color"
"702",0.01,33,"chair","furniture","predicate1","smooth",0.01,"texture"
"703",0.59,34,"fan","furniture","predicate1","wooden",0.59,"material"
"704",0.22,34,"apple","food","predicate1","plastic",0.22,"material"
"705",0.86,34,"fan","furniture","predicate1","broken",0.86,"quality"
"706",0.11,34,"apple","food","predicate1","short",0.11,"size"
"707",0.62,34,"chair","furniture","predicate1","purple",0.62,"color"
"708",0.61,34,"fan","furniture","predicate1","green",0.61,"color"
"709",0.49,34,"apple","food","predicate1","broken",0.49,"quality"
"710",0.13,34,"desk","furniture","predicate1","square",0.13,"shape"
"711",0.83,34,"cheese","food","predicate1","small",0.83,"size"
"712",0.83,34,"desk","furniture","predicate1","big",0.83,"size"
"713",0.25,34,"tomato","food","predicate1","metal",0.25,"material"
"714",0.74,34,"cheese","food","predicate1","new",0.74,"age"
"715",0.9,34,"carrot","food","predicate1","old",0.9,"age"
"716",0.73,34,"banana","food","predicate1","fresh",0.73,"age"
"717",0.04,34,"cheese","food","predicate1","yellow",0.04,"color"
"718",0.36,34,"tomato","food","predicate1","soft",0.36,"texture"
"719",0.84,34,"desk","furniture","predicate1","good",0.84,"quality"
"720",0.73,34,"cheese","food","predicate1","rotten",0.73,"age"
"721",1,34,"cheese","food","predicate1","soft",1,"texture"
"722",0.49,34,"banana","food","predicate1","broken",0.49,"quality"
"723",0.5,34,"couch","furniture","predicate1","wooden",0.5,"material"
"724",0.55,34,"tomato","food","predicate1","hard",0.55,"texture"
"725",0.51,34,"apple","food","predicate1","purple",0.51,"color"
"726",0.23,34,"tomato","food","predicate1","yellow",0.23,"color"
"727",0.83,34,"carrot","food","predicate1","hard",0.83,"texture"
"728",0.66,34,"couch","furniture","predicate1","hard",0.66,"texture"
"729",0.02,35,"cheese","food","predicate1","purple",0.02,"color"
"730",0.98,35,"fan","furniture","predicate1","rotten",0.98,"age"
"731",0,35,"banana","food","predicate1","yellow",0,"color"
"732",0.96,35,"chair","furniture","predicate1","old",0.96,"age"
"733",0.98,35,"carrot","food","predicate1","hard",0.98,"texture"
"734",0,35,"apple","food","predicate1","square",0,"shape"
"735",0.98,35,"banana","food","predicate1","fresh",0.98,"age"
"736",0.04,35,"apple","food","predicate1","yellow",0.04,"color"
"737",0.98,35,"TV","furniture","predicate1","big",0.98,"size"
"738",0.98,35,"chair","furniture","predicate1","round",0.98,"shape"
"739",0.01,35,"TV","furniture","predicate1","green",0.01,"color"
"740",0.97,35,"tomato","food","predicate1","tiny",0.97,"size"
"741",0.99,35,"desk","furniture","predicate1","red",0.99,"color"
"742",0.97,35,"fan","furniture","predicate1","tiny",0.97,"size"
"743",0.97,35,"TV","furniture","predicate1","square",0.97,"shape"
"744",0.04,35,"banana","food","predicate1","round",0.04,"shape"
"745",0.02,35,"couch","furniture","predicate1","green",0.02,"color"
"746",0.03,35,"chair","furniture","predicate1","square",0.03,"shape"
"747",0.06,35,"carrot","food","predicate1","long",0.06,"size"
"748",0.04,35,"tomato","food","predicate1","brown",0.04,"color"
"749",0,35,"cheese","food","predicate1","plastic",0,"material"
"750",0.02,35,"banana","food","predicate1","metal",0.02,"material"
"751",0.01,35,"carrot","food","predicate1","round",0.01,"shape"
"752",0.04,35,"tomato","food","predicate1","square",0.04,"shape"
"753",0.05,35,"fan","furniture","predicate1","fresh",0.05,"age"
"754",0.96,35,"desk","furniture","predicate1","round",0.96,"shape"
"755",0.85,36,"TV","furniture","predicate1","blue",0.85,"color"
"756",0.2,36,"carrot","food","predicate1","yellow",0.2,"color"
"757",0.91,36,"banana","food","predicate1","yellow",0.91,"color"
"758",0.91,36,"banana","food","predicate1","green",0.91,"color"
"759",0.06,36,"tomato","food","predicate1","long",0.06,"size"
"760",0.05,36,"fan","furniture","predicate1","red",0.05,"color"
"761",0.13,36,"fan","furniture","predicate1","long",0.13,"size"
"762",0.16,36,"TV","furniture","predicate1","hard",0.16,"texture"
"763",0.93,36,"carrot","food","predicate1","round",0.93,"shape"
"764",0.98,36,"cheese","food","predicate1","rotten",0.98,"age"
"765",0.79,36,"tomato","food","predicate1","soft",0.79,"texture"
"766",0.13,36,"couch","furniture","predicate1","brown",0.13,"color"
"767",0.78,36,"banana","food","predicate1","rotten",0.78,"age"
"768",0.15,36,"tomato","food","predicate1","hard",0.15,"texture"
"769",0.86,36,"couch","furniture","predicate1","small",0.86,"size"
"770",0.83,36,"desk","furniture","predicate1","smooth",0.83,"texture"
"771",0.17,36,"fan","furniture","predicate1","metal",0.17,"material"
"772",0.83,36,"banana","food","predicate1","rotten",0.83,"age"
"773",0.96,36,"banana","food","predicate1","big",0.96,"size"
"774",0.06,36,"cheese","food","predicate1","brown",0.06,"color"
"775",0.16,36,"cheese","food","predicate1","square",0.16,"shape"
"776",0.05,36,"couch","furniture","predicate1","blue",0.05,"color"
"777",0.89,36,"tomato","food","predicate1","wooden",0.89,"material"
"778",0.08,36,"cheese","food","predicate1","brown",0.08,"color"
"779",0.06,36,"banana","food","predicate1","red",0.06,"color"
"780",0.15,36,"cheese","food","predicate1","metal",0.15,"material"
"781",1,37,"apple","food","predicate1","long",1,"size"
"782",1,37,"fan","furniture","predicate1","small",1,"size"
"783",0,37,"couch","furniture","predicate1","wooden",0,"material"
"784",1,37,"carrot","food","predicate1","yellow",1,"color"
"785",1,37,"cheese","food","predicate1","soft",1,"texture"
"786",0,37,"tomato","food","predicate1","blue",0,"color"
"787",1,37,"tomato","food","predicate1","yellow",1,"color"
"788",1,37,"apple","food","predicate1","small",1,"size"
"789",0,37,"fan","furniture","predicate1","purple",0,"color"
"790",0,37,"apple","food","predicate1","blue",0,"color"
"791",1,37,"carrot","food","predicate1","blue",1,"color"
"792",1,37,"tomato","food","predicate1","old",1,"age"
"793",1,37,"desk","furniture","predicate1","fresh",1,"age"
"794",1,37,"cheese","food","predicate1","long",1,"size"
"795",0,37,"couch","furniture","predicate1","soft",0,"texture"
"796",0,37,"tomato","food","predicate1","plastic",0,"material"
"797",0,37,"desk","furniture","predicate1","blue",0,"color"
"798",1,37,"tomato","food","predicate1","metal",1,"material"
"799",0,37,"fan","furniture","predicate1","wooden",0,"material"
"800",0,37,"apple","food","predicate1","wooden",0,"material"
"801",0,37,"tomato","food","predicate1","purple",0,"color"
"802",1,37,"couch","furniture","predicate1","old",1,"age"
"803",0,37,"tomato","food","predicate1","short",0,"size"
"804",1,37,"tomato","food","predicate1","small",1,"size"
"805",1,37,"fan","furniture","predicate1","brown",1,"color"
"806",0,37,"carrot","food","predicate1","smooth",0,"texture"
"807",0,38,"chair","furniture","predicate1","brown",0,"color"
"808",0.97,38,"desk","furniture","predicate1","smooth",0.97,"texture"
"809",0.96,38,"banana","food","predicate1","smooth",0.96,"texture"
"810",0.5,38,"TV","furniture","predicate1","brown",0.5,"color"
"811",0.01,38,"desk","furniture","predicate1","smooth",0.01,"texture"
"812",0.95,38,"couch","furniture","predicate1","plastic",0.95,"material"
"813",0.53,38,"apple","food","predicate1","rotten",0.53,"age"
"814",0.48,38,"cheese","food","predicate1","wooden",0.48,"material"
"815",0.55,38,"desk","furniture","predicate1","brown",0.55,"color"
"816",0.04,38,"banana","food","predicate1","blue",0.04,"color"
"817",0.06,38,"couch","furniture","predicate1","soft",0.06,"texture"
"818",0.94,38,"couch","furniture","predicate1","brown",0.94,"color"
"819",0.02,38,"apple","food","predicate1","tiny",0.02,"size"
"820",0.98,38,"tomato","food","predicate1","good",0.98,"quality"
"821",1,38,"banana","food","predicate1","round",1,"shape"
"822",0.07,38,"fan","furniture","predicate1","short",0.07,"size"
"823",0.02,38,"carrot","food","predicate1","brown",0.02,"color"
"824",0.97,38,"carrot","food","predicate1","small",0.97,"size"
"825",0.94,38,"desk","furniture","predicate1","smooth",0.94,"texture"
"826",0.04,38,"desk","furniture","predicate1","round",0.04,"shape"
"827",0.97,38,"desk","furniture","predicate1","old",0.97,"age"
"828",0.44,38,"apple","food","predicate1","square",0.44,"shape"
"829",0.94,38,"fan","furniture","predicate1","blue",0.94,"color"
"830",0.94,38,"cheese","food","predicate1","red",0.94,"color"
"831",0.93,38,"apple","food","predicate1","good",0.93,"quality"
"832",0.98,38,"TV","furniture","predicate1","round",0.98,"shape"
"833",0,39,"cheese","food","predicate1","new",0,"age"
"834",1,39,"desk","furniture","predicate1","big",1,"size"
"835",0.24,39,"fan","furniture","predicate1","brown",0.24,"color"
"836",0.48,39,"chair","furniture","predicate1","wooden",0.48,"material"
"837",0.24,39,"cheese","food","predicate1","green",0.24,"color"
"838",0.13,39,"tomato","food","predicate1","rotten",0.13,"age"
"839",0.97,39,"TV","furniture","predicate1","hard",0.97,"texture"
"840",0.16,39,"banana","food","predicate1","new",0.16,"age"
"841",0.15,39,"apple","food","predicate1","good",0.15,"quality"
"842",0.11,39,"carrot","food","predicate1","metal",0.11,"material"
"843",0.11,39,"desk","furniture","predicate1","brown",0.11,"color"
"844",0.82,39,"apple","food","predicate1","wooden",0.82,"material"
"845",0.67,39,"cheese","food","predicate1","small",0.67,"size"
"846",0.25,39,"couch","furniture","predicate1","brown",0.25,"color"
"847",0.67,39,"chair","furniture","predicate1","tiny",0.67,"size"
"848",0.82,39,"chair","furniture","predicate1","yellow",0.82,"color"
"849",1,39,"couch","furniture","predicate1","big",1,"size"
"850",0.7,39,"TV","furniture","predicate1","round",0.7,"shape"
"851",0.14,39,"TV","furniture","predicate1","wooden",0.14,"material"
"852",0,39,"chair","furniture","predicate1","smooth",0,"texture"
"853",0.87,39,"desk","furniture","predicate1","soft",0.87,"texture"
"854",0.76,39,"desk","furniture","predicate1","blue",0.76,"color"
"855",0.14,39,"tomato","food","predicate1","smooth",0.14,"texture"
"856",0,39,"banana","food","predicate1","red",0,"color"
"857",1,39,"desk","furniture","predicate1","tiny",1,"size"
"858",0.82,39,"couch","furniture","predicate1","metal",0.82,"material"
"859",1,40,"apple","food","predicate1","broken",1,"quality"
"860",0,40,"apple","food","predicate1","red",0,"color"
"861",0,40,"fan","furniture","predicate1","red",0,"color"
"862",0,40,"banana","food","predicate1","red",0,"color"
"863",1,40,"cheese","food","predicate1","long",1,"size"
"864",0,40,"cheese","food","predicate1","big",0,"size"
"865",0,40,"fan","furniture","predicate1","tiny",0,"size"
"866",1,40,"banana","food","predicate1","wooden",1,"material"
"867",0.97,40,"TV","furniture","predicate1","plastic",0.97,"material"
"868",1,40,"cheese","food","predicate1","smooth",1,"texture"
"869",1,40,"couch","furniture","predicate1","big",1,"size"
"870",0,40,"apple","food","predicate1","new",0,"age"
"871",1,40,"chair","furniture","predicate1","short",1,"size"
"872",0,40,"desk","furniture","predicate1","blue",0,"color"
"873",1,40,"desk","furniture","predicate1","rotten",1,"age"
"874",1,40,"couch","furniture","predicate1","broken",1,"quality"
"875",0,40,"banana","food","predicate1","big",0,"size"
"876",1,40,"chair","furniture","predicate1","small",1,"size"
"877",1,40,"tomato","food","predicate1","broken",1,"quality"
"878",0,40,"TV","furniture","predicate1","plastic",0,"material"
"879",0,40,"fan","furniture","predicate1","long",0,"size"
"880",0,40,"apple","food","predicate1","square",0,"shape"
"881",1,40,"apple","food","predicate1","tiny",1,"size"
"882",1,40,"tomato","food","predicate1","new",1,"age"
"883",0,40,"desk","furniture","predicate1","wooden",0,"material"
"884",0,40,"TV","furniture","predicate1","old",0,"age"
"885",1,41,"desk","furniture","predicate1","big",1,"size"
"886",0.97,41,"fan","furniture","predicate1","big",0.97,"size"
"887",0.98,41,"TV","furniture","predicate1","broken",0.98,"quality"
"888",0.01,41,"chair","furniture","predicate1","broken",0.01,"quality"
"889",0.03,41,"TV","furniture","predicate1","plastic",0.03,"material"
"890",0.97,41,"couch","furniture","predicate1","square",0.97,"shape"
"891",0.02,41,"chair","furniture","predicate1","long",0.02,"size"
"892",0.97,41,"couch","furniture","predicate1","red",0.97,"color"
"893",0.98,41,"banana","food","predicate1","rotten",0.98,"age"
"894",0.05,41,"TV","furniture","predicate1","metal",0.05,"material"
"895",0.02,41,"fan","furniture","predicate1","metal",0.02,"material"
"896",0.04,41,"cheese","food","predicate1","metal",0.04,"material"
"897",0.98,41,"couch","furniture","predicate1","old",0.98,"age"
"898",0.04,41,"tomato","food","predicate1","blue",0.04,"color"
"899",0.97,41,"apple","food","predicate1","short",0.97,"size"
"900",0.05,41,"couch","furniture","predicate1","plastic",0.05,"material"
"901",0.97,41,"desk","furniture","predicate1","small",0.97,"size"
"902",0.94,41,"couch","furniture","predicate1","smooth",0.94,"texture"
